username,likes,comments,text,hashtags,date,time,day_of_week,hour
editoraarqueiro,6267,105,"Aos 17 eles são inimigos, mas aos 30 são NOIVOS! Em uma viagem do tempo inesperada, dois rivais acabam indo para o futuro e descobrindo que vão casar. Romance, diversão, jornada de amadurecimento e crescimento… Caída por você é fofo, clichê, divertido e mega apaixonante. Ri o livro todo! E, no final, queria mais. Tags: • Pu b|1","['book', 'livrosemaislivros', 'livros', 'romancebooks', 'editoraarqueiro']",2024-04-03,21:11:54,quarta,21
editoraarqueiro,727,18," Último dia! Garanta o e-book por apenas R$ 9,99 antes que a promoção acabe! Se você é fã do filme ""De Repente 30"", prepare-se para se apaixonar pelo novo livro de Amy Lea, autora de ""De olho em você"".   Compre pelo link na bio. _________________________   Organizar a festa de formatura perfeita é o último item na lista de desejos de Charlotte Wu, uma ultradisciplinada aluna do último ano do ensino médio.   Tudo está correndo de acordo com o planejado até que, durante a decoração do salão, um escorregão faz Charlotte despencar de uma escada e aterrissar em cheio em cima de seu arqui-inimigo, o detestavelmente sarado J. T. Renner.   Quando ela acorda, se vê em uma cama desconhecida, com 30 anos de idade, ao lado do noivo. E o pior de tudo: ele é o Renner. Ou os dois enlouqueceram de vez ou foram arremessados na vida adulta e ficarão presos para sempre em seu corpo de 30 anos.   Agora que eles são a única constante na vida um do outro, Charlotte e Renner se unem para descobrir juntos tudo que mudou durante o tempo que perderam.   De quebra, Charlotte ainda descobre que Renner tem muito mais a mostrar do que seu charme irritantemente atlético – e que mais importante do que ultrapassar os marcos da vida é saber aproveitar o que está entre eles.","['amylea', 'caidaporvoce', 'caídaporvocê', 'deolhoemvocê', 'deolhoemvoce', 'comédiaromântica', 'comediaromantica', 'derepente30', 'romcom', 'livrosderomance', 'romance', 'jovemadulto']",2024-04-03,16:20:02,quarta,16
editoraarqueiro,826,50," O LIVRO MAIS VENDIDO NA AMAZON AMERICANA EM 2024 Pré-venda liberada! ""As heroínas"", de Kristin Hannah é um romance brilhante e encantador sobre amor, sacrifício e sobrevivência.","['VemAí', 'EmMaio', 'asheroínas', 'thewomen', 'kristinhannah', 'romancehistórico', 'vietna']",2024-04-03,12:29:32,quarta,12
editoraarqueiro,3344,75,Eu ainda não superei o quão incrível é esse livro e toda a vibe de filme de comédia romântica dele  | PU BLI,"['books', 'livros', 'bookstagram', 'bookstagrammer', 'livrosemaislivros', 'livrosnovos']",2024-04-02,20:52:32,terça,20
editoraarqueiro,919,28,"""Conforto, aconchego, coração quentinho e uma verdadeira viagem para a Islândia. Essa é a vibe desse livro! 'A pequena pousada da Islândia' é o quarto livro da série Destinos Românticos da autora Julie Caplin, mas também pode ser lido de forma independente.  Já leu ou tem vontade de ler?""  @pequenasresenhas","['repost', 'explorar', 'romancesdehoje', 'romance', 'livrosderomance', 'apequenapousadadaislandia', 'juliecaplin', 'destinosromanticos', 'opequenocafedecopenhague', 'apequenapadariadobrooklyn', 'apequenapadariadobrooklyn', 'livrosparalerem2024']",2024-04-02,13:26:35,terça,13
editoraarqueiro,20886,278,"Qual é o seu livro favorito de Ali Hazelwood?  Das narrativas românticas às personagens cativantes, cada história promete conquistar seu coração.  Conta pra gente qual deles você escolheu! ""Minha coleção de livros da Ali Hazelwood."" @kittyliteraria","['repost', 'explorar', 'adam', 'olive', 'ahipotesedoamor', 'ahipótesedoamor', 'comediaromantica', 'comédiaromântica', 'romcom', 'arazãodoamor', 'odeioteamar', 'amorteoricamente', 'xequemate']",2024-04-02,12:00:34,terça,12
editoraarqueiro,3054,102," Preparados para uma jornada literária emocionante?  O carrossel dos lançamentos mais aguardados está pronto para encantar e surpreender. Hora de embarcar em novas aventuras!  Qual deles você escolheu? Conta pra gente nos comentários! Compre pelo link na bio.   ""Tudo que deixamos inacabado"", de Rebecca Yarros.  ""Caída por você"", de Amy Lea.   ""Rei do Orgulho"", de Ana Huang.  ""O legado da Vila dos Tecidos"", de Anne Jacobs.","['euleioarqueiro', 'lançamentosdeabril']",2024-04-01,12:00:24,segunda,12
editoraarqueiro,662,20," Patrick Rothfuss retorna ao universo de A Crônica do Matador do Rei com uma impressionante reimaginação do conto “A árvore do raio”. Esta versão expandida e ricamente ilustrada por Nate Taylor tem tudo para agradar tanto aos novos leitores como aos fãs de longa data. ""O estreito caminho entre desejos"", de Patrick Rothfuss, já está disponível nas grandes livrarias e online!  Compre pelo link na bio. ______________________________  Bast é um Encantado, vindo do reino das fadas, e uma de suas maiores habilidades é fazer acordos. Vê-lo negociar é como observar um artista em ação.  Embora não se importe com as leis dos homens, ele é obrigado a seguir leis mais antigas e profundas e acaba caindo numa armadilha. Apesar de sua inteligência e cautela, Bast se vê forçado a escolher entre dois caminhos: trair a confiança de seu mestre ou ajudar um inimigo detestável.  Neste livro, vamos acompanhar o mais charmoso dos Encantados ao longo de um único dia enquanto ele faz tramoias pela pequena cidade de Nalgures, fugindo com destreza dos problemas, seguindo seu coração mesmo quando isso vai contra o bom senso.  Afinal, de que adianta cautela se ela o mantém longe do perigo e da emoção? _____________________  Conheça os livros do Universo de A Crônica do Matador do Rei:  O nome do vento - edição normal.  O nome do vento - Edição especial capa dura com material inédito, nota do autor, com pintura trilateral e fitilho.  O temor do sábio.  A música do silêncio.","['fantasia', 'patrickrothfuss', 'acronicadomatadordorei', 'onomedovento', 'otemordosabio', 'amusicadosilencio', 'oestreitocaminhoentredesejos']",2024-03-31,15:00:18,domingo,15
editoraarqueiro,767,22,"Nesta Páscoa, desejamos a todos muita saúde, esperança e renovação. ⁣ ⁣Feliz Páscoa! ",['felizpascoa'],2024-03-31,12:00:38,domingo,12
editoraarqueiro,2413,45,"""Obcecada por eles"" - @kittyliteraria    Em ""Noiva"", Ali Hazelwood mais uma vez brinda o leitor com diálogos divertidos e cenas apaixonantes e sexy, mostrando que sabe escrever romances como ninguém. Já disponível nas grandes livrarias e online. Conta pra gente qual versão você escolheu:",['repost'],2024-03-30,15:02:55,sábado,15
editoraarqueiro,795,13,"Um mistério adormecido há setenta anos. Uma escolha dilacerante: manter-se leal à família ou seguir o coração? ""A filha cubana"", de Soraya Lane, é o segundo volume da série ""As Filhas Perdidas"", sua nova saga familiar favorita, já disponível nas livrarias e online. Compre pelo link na bio. ___________________________ Sete filhas. Sete segredos. Sete amores.   Ao descobrir que a avó nasceu na Hope’s House, um lar para mães solteiras em Londres, Claudia começa a questionar tudo que sabe sobre suas origens. Convocada para uma reunião sobre o espólio da família, ela recebe uma caixinha com pistas sobre seu passado: apenas um brasão e um cartão de visitas.   Em sua investigação, ela fica sabendo que o brasão pertence aos Diaz, uma das mais ricas e tradicionais famílias de Cuba. Num impulso, Claudia compra uma passagem para Havana, decidida a revelar a verdade.   Já na vibrante cidade, ela conhece um chef chamado Mateo. Ele é neto do antigo cozinheiro dos Diaz e resolve ajudá-la em sua missão.   Porém, quando chegam à casa dos seus antepassados, encontram-na abandonada, exatamente como era na década de 1950. Os dois acabam esbarrando no mistério que ronda a família: Esmeralda, bisavó de Claudia, desapareceu há muitos anos, sem deixar pistas. Filha do barão do açúcar, ela amava seus parentes acima de tudo, até que conheceu Christopher, o novo sócio do pai.   Conforme se apaixona por Cuba e por Mateo, Claudia precisa tomar uma decisão: seguir seu coração ou abandonar o homem que ama.  Leia também ""A filha italiana"", o primeiro volume da série. (Disponível no Kindle Unlimited)","['sorayalane', 'afilhaitaliana', 'afilhacubana', 'asfilhasperdidas', 'sagafamiliar']",2024-03-30,12:00:37,sábado,12
editoraarqueiro,1729,58,"Após a emocionante jornada de Dante & Vivian em ""Rei da Ira"", é hora de se encantar pela história de amor de Kai & Isabella. Prepare-se, ""Rei do Orgulho"" está chegando!  Ela é o oposto dele em todos os sentidos... e a maior tentação que já experimentou. Ele é certinho demais, respeitável demais... e irresistível demais. Segundo volume da série Reis do Pecado, ""Rei do Orgulho"", de Ana Huang, é uma história sensual sobre opostos que se atraem e romance proibido.   Lançamento: 4 de abril.  Compre pelo link na bio. _______________________   Discreto, controlado e impecavelmente educado, Kai Young não tem tempo nem vontade de se envolver em confusões – e Isabella, com seu cabelo colorido e piadas inadequadas, é o caos em pessoa.   Com uma importante votação para CEO se aproximando e um império midiático em jogo, o herdeiro bilionário não pode se dar ao luxo de se distrair com ela.   Isabella representa tudo que ele não deveria desejar, mas cada olhar e cada toque só aumentam a tentação de quebrar todas as regras... e tomá-la para si de uma vez.   Isabella Valencia é ousada, impulsiva e cheia de vida, a alma de todas as festas, capaz de encantar qualquer homem... exceto Kai Young.   Não que isso faça diferença – Kai não é o seu tipo. Além disso, como ele é membro do clube exclusivo onde Isabella trabalha, os dois não podem se envolver em hipótese alguma.   No entanto, ela não pode negar que, sob a aparência fria e distante, existe um homem capaz de fazê-la derreter.  Leia também ""Rei da Ira"", o primeiro volume da série.  ainda em 2024: ""Rei da Ganância","['VemAí', 'reidoorgulho', 'reidaira', 'reisdopecado', 'anahuang', 'romance', 'romancecontemporaneo', 'livrosderomance']",2024-03-29,12:00:29,sexta,12
editoraarqueiro,813,23," ""Operação Paixão"", de Carlie Walker, já está disponível nas grandes livrarias e online.  A missão de Sydney é bem clara: 1. Impedir sua irmã de se casar com um criminoso. 2. Seduzir o guarda-costas do criminoso para reunir informações para o FBI. 3. Não se apaixonar por ele de jeito nenhum.  Compre pelo link na bio. _________________________________   Já faz tempo que Sydney Swift não visita a família, e pretende continuar assim. Como uma das melhores agentes da CIA, ela passou os últimos três anos fingindo ser outra pessoa – tudo para evitar ser ela mesma.   Mas ao ser contatada por uma investigadora do FBI e informada de que sua irmã mais nova, Calla, está noiva de Johnny Jones, o herdeiro de uma dinastia do crime organizado, Sydney é obrigada a mudar os planos.   De uma hora para outra, ela se torna a peça-chave para que o FBI consiga se infiltrar na família Jones e deter seu mais ambicioso roubo, programado para a noite de Natal. Tudo isso enquanto tenta restabelecer os laços com a avó e a irmã e lidar com a sensação de que está traindo a confiança delas.   E quando ela precisa seduzir Nick, o charmoso guarda-costas de Johnny, os limites entre o trabalho e a vida pessoal ficam mais confusos ainda.   Agora Sydney precisará tomar decisões difíceis – que definitivamente não fizeram parte do seu treinamento.","['carliewalker', 'operacaopaixao', 'operaçãopaixão', 'comédiaromântica', 'comediaromantrica', 'aventura', 'romcom', 'romcombooks', 'livrosderomance']",2024-03-28,12:00:21,quinta,12
editoraarqueiro,8525,130,"Esse olhar do Sr. Bridgerton desmontaria até a mais tímida das mulheres...  Prepare-se para a parte 1, chegando dia 16 de maio, na NETFLIX!","['explorar', 'bridgertonnetflix', 'bridgerton', 'netflix', 'juliaquinn', 'season3', 'ossegredosdecolinbridgerton', 'polin', 'penelope', 'colin']",2024-03-27,17:10:22,quarta,17
companhiadasletras,843,15,"MAIO NA COMPANHIA  Neste mês, chegam à estante da Companhia novos livros de muitos autores célebres: Caetano Veloso, Alejandro Zambra, Muriel Barbery, Moacyr Scliar, Orhan Pamuk e Haruki Murakami, dentre outros. Além disso, nossa lista de não ficção inclui temas diversos, como biologia, política brasileira, história das religiões e questões de gênero. Confira o que vem por aí e atualize sua lista de desejos! — ""Cine Subaé: Escritos sobre cinema (1960-2023)"", de Caetano Veloso — ""Eva: Como o corpo feminino conduziu 200 milhões de anos de evolução humana"", de Cat Bohannon (trad. Fernanda Abreu) — ""Literatura infantil: Cartas ao filho"", de Alejandro Zambra (trad. Miguel Del Castillo) — ""Carlabê"", de Isabela Noronha — ""Sonhos tropicais"", de Moacyr Scliar — ""Uma hora de fervor"", de Muriel Barbery (trad. Rosa Freire d'Aguiar) — ""Golpe de misericórdia"", de Dennis Lehane (trad. Luiz A. de Araújo) — ""Noites de peste"", de Orhan Pamuk (trad. Débora Landsberg) — ""Por que a democracia brasileira não morreu?"", de Marcus André Melo e Carlos Pereira — ""Bíblia: Volume IV, Antigo Testamento - Os Livros Sapienciais"" (Trad. Frederico Lourenço) — ""A história dos judeus: Pertencimento — 1492-1900"", de Simon Schama (trad. Donaldson M. Garschagen) — ""O Fim do Mundo e o impiedoso País das Maravilhas"", de Haruki Murakami (trad. Jefferson José Teixeira) - @editora_alfaguara — ""O comprometido"", de Viet Thanh Nguyen (trad. Cássio de Arantes Leite) - @editora_alfaguara — ""O homem não existe: Masculinidade, desejo e ficção"", de Ligia Gonçalves Diniz - @editorazahar — ""Pagar a terra"", de Joe Sacco (trad. André Czarnobai) - @quadrinhosnacia — ""Zona e outros poemas"", de Guillaume Apollinaire (trad. Rodrigo Garcia Lopes) - @penguincompanhia","['companhiadasletras', 'editoraalfaguara', 'editorazahar', 'quadrinhosnacia', 'penguincompanhia']",2024-05-01,11:01:03,quarta,11
companhiadasletras,1116,17,"UM DOS LIVROS MAIS EXPLOSIVOS DE 2024 ESTÁ CHEGANDO AO BRASIL As crianças e os adolescentes estão em perigo. Desde o início dos anos 2010, as taxas de depressão, ansiedade e outros transtornos mentais têm crescido vertiginosamente nesses grupos. Em ""A GERAÇÃO ANSIOSA"", o psicólogo social Jonathan Haidt explica as causas dessa epidemia e defende uma infância longe das telas. Best-seller do New York Times, ""A GERAÇÃO ANSIOSA"" investiga o colapso da saúde mental entre os jovens ― e oferece um plano urgente para uma infância mais saudável e livre de telas. Já em pré-venda: link nos destaques!  Lançamento: 05/08  Sobre o livro: ""A GERAÇÃO ANSIOSA"" demonstra como a 'infância baseada no brincar' entrou em declínio na década de 1980 e foi substituída pela 'infância baseada no celular', acompanhada por uma hiperconectividade que alterou o desenvolvimento social e neurológico dos jovens e tem causado privação de sono, privação social, fragmentação da atenção e vício. Diante desse cenário catastrófico, Jonathan Haidt (@jonathanhaidt) mostra o que pais, professores, escolas, empresas de tecnologia e governos podem fazer na prática para reverter a situação e evitar danos psicológicos ainda mais profundos. Um plano de ação que não podemos nos dar ao luxo de ignorar, porque o que está em jogo não é apenas o bem-estar de nossas crianças, mas da sociedade como um todo.  Tradução de Lígia Azevedo  Capa de Eduardo Foresti - @forestidesign @freetheanxiousgeneration","['companhiadasletras', 'jonathanhaidt', 'ageraçãoansiosa', 'freetheanxiousgeneration', 'theanxiousgeneration', 'psicologiasocial']",2024-04-26,15:12:23,sexta,15
companhiadasletras,528,28,"CLÁSSICOS MODERNOS: LIVROS QUE VIERAM PRA FICAR  Clássicos são histórias que fazem parte do imaginário coletivo: por terem definido uma época, inovado no estilo, provocado a sociedade — também, e sobretudo, por sua longevidade. Mas e quando um grande livro foi publicado há, vamos dizer, 50 anos, como ""As meninas"", de Lygia Fagundes Telles? Ou há menos de 30, como ""Ensaio sobre a cegueira"", de José Saramago? A Companhia das Letras preparou uma programação especial para estes jovens clássicos — obras que, apesar da pouca idade, a cada dia ocupam um lugar incontornável, em nossos corações e mentes. De ""Mary Poppins"" a ""Gabriela"", de Gwendolyn Brooks a Carolina Maria de Jesus, esses livros se destacam pela inventividade, perenidade de seus temas e, claro, por sua notável forma literária. São modernos, sim, mas cada vez mais eternos. Convidamos você, leitor, a descobrir e redescobrir clássicos modernos essenciais na biblioteca de qualquer pessoa! Acesse bit.ly/modernoscompanhia ou visite a sua livraria favorita para conhecer a nossa seleção de obras e aproveitar uma promoção imperdível:  Na compra de dois ou mais livros, você também recebe um estojo exclusivo!  Não acaba aí! Ative as notificações para acompanhar de perto essa celebração, que conta com mais de 100 autores da literatura mundial. * Promoção válida enquanto durarem os estoques. Confira a lista de livrarias participantes nos destaques do perfil da Companhia das Letras.","['clássicoéclássico', 'clássicosdaliteratura', 'clássicosmodernos', 'companhiadasletras', 'penguincompanhia', 'clássicoszahar']",2024-04-15,19:44:11,segunda,19
companhiadasletras,290,4,"QUEM LEU O NOVO LIVRO DE RAPHAEL MONTES SURTOU  ""UMA FAMÍLIA FELIZ"", o novo suspense psicológico de Raphael Montes (@raphael_montes), já chegou às livrarias e vem colecionando comentários positivos na Amazon. Confira na galeria quem está amando desbravar as tensões das relações familiares e do mundo de aparências deste condomínio perfeito!  Raphael Montes também escreveu o roteiro de ""UMA FAMÍLIA FELIZ"", um filme estrelado por Grazi Massafera e Reynaldo Gianecchini, com direção de José Eduardo Belmonte. Já nos cinemas! Leia antes de assistir!  Sobre o livro: Eva tem a vida perfeita. Seu marido é um jovem advogado em ascensão. Suas filhas gêmeas são lindas, inteligentes e saudáveis. Seu trabalho, a arte reborn, é um sucesso na internet. À sua volta, tudo está à mão: o Blue Paradise, condomínio fechado de classe média-alta na Barra da Tijuca, oferece todo tipo de serviço para que ela não precise sair do conforto de seu lar. Eva tem a vida perfeita ― até descobrir que está grávida e seu mundo virar de cabeça para baixo. Conhecido por seus suspenses de tirar o fôlego, com mais de 500 mil exemplares vendidos, o autor inova ao começar este thriller psicológico pelo último capítulo. Assim, como uma bomba-relógio prestes a detonar, acompanhamos os caminhos surpreendentes e as tensões que levam essa família feliz a um final avassalador. Já nas livrarias e lojas on-line. Leia antes de assistir!  Capa de Rafael Nobre (@rafaelnobrestudio)","['companhiadasletras', 'literaturabrasileira', 'thrillerpsicológico', 'umafamíliafeliz', 'raphaelmontes']",2024-04-30,23:00:29,terça,23
companhiadasletras,372,8," LANÇAMENTOS DA SEMANA  Eles chegaram! Nesta semana, a Companhia lança duas obras essenciais para sua biblioteca. Best-seller do New York Times, ""O pacto da água"" é uma saga familiar arrebatadora. Já ""Copacabana Dreams"" mostra o bairro carioca como você nunca viu em nova edição dos contos de Natércia Pontes. Os livros já estão disponíveis on-line e nas livrarias de todo o país:  ""O pacto da água"", de Abraham Verghese (trad. Odorico Leal)  ""Copacabana Dreams (Nova edição)"", de Natércia Pontes (@cindylante) Já garantiu os seus? Boas leituras!  @desenhoeditorial","['lançamentos', 'opactodaágua', 'copacabanadreams', 'literatura']",2024-04-30,21:00:34,terça,21
companhiadasletras,169,0,"CONHEÇA ""INTELIGÊNCIA ARTIFICIAL A NOSSO FAVOR""  Desde o funcionamento da inteligência artificial até suas possibilidades e limitações, o físico e cientista da computação examina de que forma podemos repensar essas ferramentas e coexistir com máquinas cada vez mais autônomas, a fim de garantir que elas trabalhem de acordo com os nossos objetivos. O resultado é uma obra indispensável para entender um futuro que está chegando antes do previsto.  Em ""Inteligência artificial a nosso favor"", Stuart Russell expõe as ameaças e os perigos da tecnologia para nós, e a necessidade de mudar esse cenário enquanto ainda temos tempo.  Nesta terça-feira, 30 de abril, Russell estará em Porto Alegre (RS) como palestrante internacional do Fronteiras do Pensamento (@fronteirasweb), projeto cultural que aborda questões da contemporaneidade. No dia 02 de maio, é a vez de São Paulo (SP) de receber o professor e pesquisador.  ""O livro mais importante que li em muito tempo."" — Daniel Kahneman, autor de Rápido e devagar  ""Imperdível."" — Max Tegmark, físico e professor do MIT  Tradução de Berilo Vargas  Capa de Mateus Valadares","['stuartrussell', 'inteligênciaartificialanossofavor', 'nãoficção', 'fronteiras', 'inteligênciaartificial', 'ia']",2024-04-30,15:00:42,terça,15
companhiadasletras,168,0,"DE UM DOS PRINCIPAIS NOMES DA LITERATURA BRASILEIRA ATUAL  O novo romance do autor de ""DIÁRIO DA QUEDA"", Michel Laub (@michellaub), apresenta a divisão da comunidade judaica em meio ao extremismo político no Brasil e no mundo. Destaque na imprensa desde o lançamento, ""PASSEIO COM O GIGANTE"" é uma tentativa humanista de lidar com um cenário pós-pandemia, em que a memória dos mortos deu lugar ao pragmatismo cínico e às guerras. ""PASSEIO COM O GIGANTE"" já está disponível nas livrarias e lojas on-line. Garanta seu exemplar!  Sobre o livro: Davi Rieseman, um advogado ligado à causa sionista, sobe a um palco para dar um discurso. Misturando intolerância e generosidade, ele conta a história de sua relação com o sogro, a mãe, a esposa e a filha à luz de juízos bastante particulares sobre temas do noticiário — uma eleição no Brasil, a ascensão evangélica, o antissemitismo, o Oriente Médio. Anos depois, enquanto caminha por um hospital onde fantasia e realidade se misturam, com as palavras do passado surgindo em fragmentos que iluminam a ação presente, Davi é confrontado por um misterioso coro de vozes, num diálogo que o faz reviver um trauma e um dilema ligados a brigas envolvendo judeus seculares e religiosos, progressistas e conservadores, embebidos na cultura diaspórica da dúvida e nas convicções militaristas da política israelense.  Capa de Raul Loureiro","['passeiocomogigante', 'michellaub', 'literatura', 'literaturanacional', 'diáriodaqueda', 'literaturabrasileiraviva']",2024-04-30,13:00:31,terça,13
companhiadasletras,1127,6,"CLÁSSICOS DA NÃO FICÇÃO | CLÁSSICOS MODERNOS  Clássicos modernos também se destacam por oferecerem um novo olhar para questões que atravessam décadas, ou seja, pela perenidade de seus temas. Nesta lista, apresentamos alguns clássicos da não ficção: livros onde ideias conhecidas são atualizadas. São modernos, sim, mas cada vez mais eternos.  Na compra de dois ou mais livros da seleção, você também recebe um estojo exclusivo, tanto nas livrarias parceiras quanto em nosso site (todas as compras acima de R$99,00 têm frete grátis)! *  ""Dialética da colonização"", de Alfredo Bosi  ""Os condenados da terra"", de Frantz Fanon (Trad. Ligia Fonseca Ferreira e Regina Salgado Campos) - @editorazahar  ""Era dos extremos"", de Eric Hobsbawn (Trad. Marcos Santarrita)  ""Tornar-se negro"", de Neusa Santos Souza - @editorazahar  ""Eichmann em Jerusálem"", de Hannah Arendt (Trad. José Rubens Siqueira)  ""Raízes do Brasil"", de Sérgio Buarque de Hollanda  Não acaba aí! Ative as notificações para acompanhar de perto essa celebração, que conta com mais de 100 autores da literatura mundial. * Promoção válida enquanto durarem os estoques. Confira a lista de livrarias participantes nos destaques do perfil da Companhia das Letras.","['clássicoéclássico', 'clássicosdaliteratura', 'clássicosmodernos', 'companhiadasletras', 'editorazahar']",2024-04-29,23:32:17,segunda,23
companhiadasletras,1703,43,"A BIOGRAFIA DE HILDA HILST ESTÁ CHEGANDO  Em 2026, a Companhia publica a tão aguardada biografia de Hilda Hilst. A obra será escrita por Bruna Kalil Othero (@brunakalilothero), autora que pesquisou Hilda em sua dissertação de mestrado na Universidade Federal de Minas Gerais (UFMG). O livro vinha sendo planejado há dez anos e pretende explorar outras facetas da autora: ""Somente agora, com a chegada da Bruna, conseguimos dar concretude a esse projeto"", comenta Otávio Marques da Costa, publisher da Companhia.  Sobre Hilda Hilst Nasceu em 1930, em Jaú, no interior do estado de São Paulo. Formada em direito pela Universidade de São Paulo (USP), aos 35 anos mudou-se para a chácara Casa do Sol, próxima a Campinas, onde se dedicou integralmente à criação literária. Escreveu poesia, ficção e peças de teatro. Morreu em 2004. Foi a autora homenageada da Festa Literária Internacional de Paraty (Flip) em 2018.  Acompanhe nossas redes sociais para saber mais sobre Hilda Hilst e sua biografia!","['hildahilst', 'literatura', 'brunakalilothero', 'biografia']",2024-04-29,21:07:03,segunda,21
companhiadasletras,205,3,"A HISTÓRIA DE SÃO PAULO CONTADA PELA SUA ARQUITETURA De Raul Juste Lores (@rauljustelores), ""SÃO PAULO NAS ALTURAS"" está de volta às livrarias, revisto e ampliado, com ilustrações inéditas. Um livro tão empolgante quanto impressionante, que descreve as transformações arquitetônicas que tomaram a cidade de São Paulo entre os anos 1950 e 1960 a partir de projetos icônicos, como o Copan, o Conjunto Nacional, a Galeria do Rock e o edifício Itália. Garanta seu exemplar!  Sobre o livro: Entre 1950 e 1960, uma combinação particular permitiu que a cidade de São Paulo fosse palco de uma revolução até então inédita em sua história ― a união de arquitetos criativos, empreendedores ambiciosos e a disponibilidade de capital financeiro possibilitou as condições necessárias para que obras icônicas saíssem das pranchetas e ganhassem as ruas da Pauliceia, modificando seu cenário arquitetônico. ""São Paulo nas alturas"" apresenta a trajetória de arquitetos e empreendedores que deixaram sua marca na capital paulista, além de lançar luz sobre os erros e acertos nas escolhas urbanas que desenharam a cidade. Já nas livrarias!  Capa, sobrecapa, caderno de imagens, encarte e projeto gráfico de Violaine Cadinot; Mapas e ilustrações de Danilo Zamboni.","['companhiadasletras', 'sãopaulonasalturas', 'literaturabrasileira', 'arquitetura', 'arquiteturabrasileira', 'nãoficção', 'rauljustelores', 'design']",2024-04-29,19:00:41,segunda,19
companhiadasletras,1894,60,"JULIANA LEITE VENCE PRÊMIO INTERNACIONAL DE CONTOS  A escritora Juliana Leite (@leite__juliana) foi uma das vencedoras do O. Henry Prize, mais importante premiação para contos no mundo. A editora parabeniza a autora, que é a primeira brasileira a ser contemplada por este prêmio. “My Good Friend”, publicado na edição de verão da Paris Review no ano passado, com tradução de Zoe Perry, foi selecionado para o prêmio – que não aceita inscrições. O conto será publicado no Brasil em seu próximo livro, uma coletânea que retrata diferentes histórias em que a amizade entre duas pessoas se confunde com o amor. O lançamento pela Companhia das Letras está previsto para 2025.  De Juliana Leite, já publicamos ""HUMANOS EXEMPLARES"", romance sobre Natalia, viúva e última sobrevivente de um grande grupo de amigos, que carrega os seus queridos humanos como um buquê íntimo de desaparecidos, companhias invisíveis que povoam a casa a partir de suas memórias. Com simplicidade e uma linguagem singular, a autora monta uma coleção de sujeitos comuns que, a partir do amor, das relações familiares e da amizade, de dores e equívocos, compõem um mosaico poderoso e delicado. ""HUMANOS EXEMPLARES"", obra de rara sensibilidade, está disponível em livrarias e lojas on-line. Garanta seu exemplar!","['companhiadasletras', 'julianaleite', 'humanosexemplares', 'ohenryprize', 'literaturabrasileira', 'literaturabrasileiraviva']",2024-04-29,15:01:28,segunda,15
companhiadasletras,1293,14,"A GERAÇÃO ANSIOSA NA IMPRENSA Desde seu lançamento internacional, ""A GERAÇÃO ANSIOSA"" já vem sendo assunto na imprensa brasileira. Na galeria, confira trechos de reportagens de jornais e revistas, como O Globo e Folha de S.Paulo, sobre o livro mais explosivo do ano. Best-seller do New York Times, ""A GERAÇÃO ANSIOSA"" investiga o colapso da saúde mental entre os jovens ― e oferece um plano urgente para uma infância mais saudável e livre de telas. Já em pré-venda: link nos destaques!  Lançamento: 05/08  Sobre o livro: ""A GERAÇÃO ANSIOSA"" demonstra como a 'infância baseada no brincar' entrou em declínio na década de 1980 e foi substituída pela 'infância baseada no celular', acompanhada por uma hiperconectividade que alterou o desenvolvimento social e neurológico dos jovens e tem causado privação de sono, privação social, fragmentação da atenção e vício. Diante desse cenário catastrófico, Jonathan Haidt (@jonathanhaidt) mostra o que pais, professores, escolas, empresas de tecnologia e governos podem fazer na prática para reverter a situação e evitar danos psicológicos ainda mais profundos. Um plano de ação que não podemos nos dar ao luxo de ignorar, porque o que está em jogo não é apenas o bem-estar de nossas crianças, mas da sociedade como um todo.  Tradução de Lígia Azevedo  Capa de Eduardo Foresti - @forestidesign @freetheanxiousgeneration","['companhiadasletras', 'jonathanhaidt', 'ageraçãoansiosa', 'freetheanxiousgeneration', 'theanxiousgeneration', 'psicologiasocial']",2024-04-29,13:00:35,segunda,13
